"BehaviorSpace results (NetLogo 7.0.4)","Table version 2.0"
"Gender_Schools_Model.nlogox"
"GenderSegregationExperiment"
"06/10/2026 12:20:34:195 +0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","kappa","delta","[step]","(total-female-all / (total-male-all + total-female-all)) * 100"
"670","0","1.2","39","49.333333333333336"
"671","0","1.2","39","52"
"672","0","1.2","39","50.66666666666667"
"673","0","1.2","39","50"
"674","0","1.2","39","51.33333333333333"
"676","0","1.2","39","50"
"675","0","1.2","39","52"
"677","0","1.2","39","51.33333333333333"
"678","0","1.2","39","52"
"679","0","1.2","39","48.66666666666667"
"680","0","1.2","39","46.666666666666664"
"681","0","1.3","39","52.666666666666664"
"682","0","1.3","39","57.333333333333336"
"683","0","1.3","39","57.99999999999999"
"684","0","1.3","39","54.666666666666664"
"685","0","1.3","39","56.666666666666664"
"686","0","1.3","39","58.666666666666664"
"687","0","1.3","39","54.666666666666664"
"689","0","1.3","39","56.00000000000001"
"688","0","1.3","39","54"
"690","0","1.3","39","57.333333333333336"
"691","0","1.3","39","57.99999999999999"
"692","0","1.3","39","52.666666666666664"
"693","0","1.3","39","54.666666666666664"
"694","0","1.3","39","53.333333333333336"
"695","0","1.3","39","54.666666666666664"
"696","0","1.3","39","57.99999999999999"
"697","0","1.3","39","55.333333333333336"
"698","0","1.3","39","56.00000000000001"
"699","0","1.3","39","54.666666666666664"
"700","0","1.3","39","56.666666666666664"
"701","0.5","0.7","39","32"
"702","0.5","0.7","39","33.33333333333333"
"703","0.5","0.7","39","32.666666666666664"
"704","0.5","0.7","39","32"
"705","0.5","0.7","39","32.666666666666664"
"706","0.5","0.7","39","30"
"707","0.5","0.7","39","30"
"708","0.5","0.7","39","32.666666666666664"
"709","0.5","0.7","39","32"
"710","0.5","0.7","39","30.666666666666664"
"711","0.5","0.7","39","34"
"712","0.5","0.7","39","33.33333333333333"
"714","0.5","0.7","39","30.666666666666664"
"713","0.5","0.7","39","32.666666666666664"
"715","0.5","0.7","39","30.666666666666664"
"716","0.5","0.7","39","29.333333333333332"
"717","0.5","0.7","39","32.666666666666664"
"719","0.5","0.7","39","30"
"718","0.5","0.7","39","32.666666666666664"
"720","0.5","0.7","39","30.666666666666664"
"721","0.5","0.8","39","40.666666666666664"
"722","0.5","0.8","39","40"
"723","0.5","0.8","39","40.666666666666664"
"724","0.5","0.8","39","39.33333333333333"
"726","0.5","0.8","39","41.333333333333336"
"725","0.5","0.8","39","41.333333333333336"
"727","0.5","0.8","39","42"
"728","0.5","0.8","39","41.333333333333336"
"729","0.5","0.8","39","40.666666666666664"
"730","0.5","0.8","39","41.333333333333336"
"731","0.5","0.8","39","40"
"732","0.5","0.8","39","40"
"733","0.5","0.8","39","40.666666666666664"
"734","0.5","0.8","39","46"
"735","0.5","0.8","39","38.666666666666664"
"736","0.5","0.8","39","40.666666666666664"
"737","0.5","0.8","39","44"
"738","0.5","0.8","39","40.666666666666664"
"739","0.5","0.8","39","38"
"740","0.5","0.8","39","44"
"741","0.5","0.9","39","48"
"742","0.5","0.9","39","43.333333333333336"
"743","0.5","0.9","39","48.66666666666667"
"744","0.5","0.9","39","50"
"745","0.5","0.9","39","46"
"746","0.5","0.9","39","48"
"747","0.5","0.9","39","48.66666666666667"
"748","0.5","0.9","39","50"
"749","0.5","0.9","39","46.666666666666664"
"750","0.5","0.9","39","48"
"752","0.5","0.9","39","46"
"751","0.5","0.9","39","47.333333333333336"
"753","0.5","0.9","39","44.666666666666664"
"754","0.5","0.9","39","46"
"755","0.5","0.9","39","44.666666666666664"
"756","0.5","0.9","39","48"
"757","0.5","0.9","39","46"
"758","0.5","0.9","39","47.333333333333336"
"759","0.5","0.9","39","44"
"761","0.5","1","39","52.666666666666664"
"760","0.5","0.9","39","50"
"762","0.5","1","39","54.666666666666664"
"763","0.5","1","39","54.666666666666664"
"764","0.5","1","39","54.666666666666664"
"765","0.5","1","39","57.99999999999999"
"766","0.5","1","39","55.333333333333336"
"768","0.5","1","39","52"
"767","0.5","1","39","54"
"769","0.5","1","39","57.99999999999999"
"770","0.5","1","39","55.333333333333336"
"771","0.5","1","39","52"
"772","0.5","1","39","54.666666666666664"
"773","0.5","1","39","54"
"774","0.5","1","39","54.666666666666664"
"775","0.5","1","39","50.66666666666667"
"776","0.5","1","39","52.666666666666664"
"777","0.5","1","39","54"
"778","0.5","1","39","59.333333333333336"
"779","0.5","1","39","55.333333333333336"
"780","0.5","1","39","56.00000000000001"
"781","0.5","1.1","39","60.66666666666667"
"782","0.5","1.1","39","62.66666666666667"
"783","0.5","1.1","39","58.666666666666664"
"784","0.5","1.1","39","59.333333333333336"
"785","0.5","1.1","39","65.33333333333333"
"786","0.5","1.1","39","66"
"787","0.5","1.1","39","61.33333333333333"
"788","0.5","1.1","39","64.66666666666666"
"789","0.5","1.1","39","66"
"790","0.5","1.1","39","64"
"792","0.5","1.1","39","59.333333333333336"
"791","0.5","1.1","39","63.33333333333333"
"793","0.5","1.1","39","65.33333333333333"
"794","0.5","1.1","39","65.33333333333333"
"796","0.5","1.1","39","60"
"795","0.5","1.1","39","64"
"797","0.5","1.1","39","66.66666666666666"
"798","0.5","1.1","39","64"
"799","0.5","1.1","39","62"
"800","0.5","1.1","39","62.66666666666667"
"801","0.5","1.2","39","70"
"803","0.5","1.2","39","72"
"802","0.5","1.2","39","78"
"804","0.5","1.2","39","75.33333333333333"
"805","0.5","1.2","39","70.66666666666667"
"807","0.5","1.2","39","70.66666666666667"
"806","0.5","1.2","39","74.66666666666667"
"808","0.5","1.2","39","71.33333333333334"
"809","0.5","1.2","39","73.33333333333333"
"811","0.5","1.2","39","73.33333333333333"
"810","0.5","1.2","39","74.66666666666667"
"812","0.5","1.2","39","73.33333333333333"
"813","0.5","1.2","39","68.66666666666667"
"814","0.5","1.2","39","75.33333333333333"
"815","0.5","1.2","39","74.66666666666667"
"816","0.5","1.2","39","73.33333333333333"
"818","0.5","1.2","39","72"
"817","0.5","1.2","39","74.66666666666667"
"819","0.5","1.2","39","70.66666666666667"
"820","0.5","1.2","39","70.66666666666667"
"821","0.5","1.3","39","77.33333333333333"
"822","0.5","1.3","39","77.33333333333333"
"823","0.5","1.3","39","77.33333333333333"
"824","0.5","1.3","39","74"
"825","0.5","1.3","39","78"
"826","0.5","1.3","39","78"
"827","0.5","1.3","39","78"
"828","0.5","1.3","39","78"
"829","0.5","1.3","39","77.33333333333333"
"831","0.5","1.3","39","76.66666666666667"
"832","0.5","1.3","39","76.66666666666667"
"833","0.5","1.3","39","79.33333333333333"
"834","0.5","1.3","39","77.33333333333333"
"835","0.5","1.3","39","76.66666666666667"
"836","0.5","1.3","39","75.33333333333333"
"838","0.5","1.3","39","78"
"837","0.5","1.3","39","80"
"839","0.5","1.3","39","76.66666666666667"
"840","0.5","1.3","39","81.33333333333333"
"841","1","0.7","39","46.666666666666664"
"842","1","0.7","39","47.333333333333336"
"830","0.5","1.3","39","78"
"844","1","0.7","39","53.333333333333336"
"843","1","0.7","39","53.333333333333336"
"845","1","0.7","39","51.33333333333333"
"846","1","0.7","39","50"
"847","1","0.7","39","54.666666666666664"
"848","1","0.7","39","50.66666666666667"
"849","1","0.7","39","48"
"850","1","0.7","39","49.333333333333336"
"852","1","0.7","39","57.333333333333336"
"851","1","0.7","39","54.666666666666664"
"853","1","0.7","39","60"
"854","1","0.7","39","52"
"855","1","0.7","39","49.333333333333336"
"857","1","0.7","39","57.333333333333336"
"856","1","0.7","39","53.333333333333336"
"859","1","0.7","39","54.666666666666664"
"858","1","0.7","39","51.33333333333333"
"861","1","0.8","39","62.66666666666667"
"860","1","0.7","39","50"
"862","1","0.8","39","60"
"863","1","0.8","39","60"
"864","1","0.8","39","59.333333333333336"
"865","1","0.8","39","60.66666666666667"
"869","1","0.8","39","62.66666666666667"
"866","1","0.8","39","59.333333333333336"
"868","1","0.8","39","60.66666666666667"
"867","1","0.8","39","60.66666666666667"
"870","1","0.8","39","61.33333333333333"
"872","1","0.8","39","61.33333333333333"
"871","1","0.8","39","56.00000000000001"
"873","1","0.8","39","60"
"874","1","0.8","39","60"
"875","1","0.8","39","60"
"876","1","0.8","39","65.33333333333333"
"877","1","0.8","39","62"
"878","1","0.8","39","62.66666666666667"
"879","1","0.8","39","62"
"881","1","0.9","39","68"
"880","1","0.8","39","62"
"882","1","0.9","39","66"
"883","1","0.9","39","66.66666666666666"
"884","1","0.9","39","64.66666666666666"
"885","1","0.9","39","64"
"886","1","0.9","39","62.66666666666667"
"887","1","0.9","39","66"
"889","1","0.9","39","64.66666666666666"
"890","1","0.9","39","65.33333333333333"
"888","1","0.9","39","64.66666666666666"
"891","1","0.9","39","64.66666666666666"
"892","1","0.9","39","64"
"893","1","0.9","39","62.66666666666667"
"894","1","0.9","39","67.33333333333333"
"897","1","0.9","39","62"
"895","1","0.9","39","64"
"896","1","0.9","39","64.66666666666666"
"898","1","0.9","39","65.33333333333333"
"899","1","0.9","39","66.66666666666666"
"901","1","1","39","71.33333333333334"
"900","1","0.9","39","64"
"902","1","1","39","72"
"903","1","1","39","71.33333333333334"
"905","1","1","39","69.33333333333334"
"904","1","1","39","74.66666666666667"
"907","1","1","39","68"
"906","1","1","39","78"
"908","1","1","39","70"
"909","1","1","39","70"
"910","1","1","39","70"
"911","1","1","39","74"
"912","1","1","39","70"
"913","1","1","39","73.33333333333333"
"914","1","1","39","74.66666666666667"
"917","1","1","39","69.33333333333334"
"915","1","1","39","72"
"916","1","1","39","70.66666666666667"
"918","1","1","39","70.66666666666667"
"919","1","1","39","71.33333333333334"
"921","1","1.1","39","76.66666666666667"
"920","1","1","39","74"
"922","1","1.1","39","76"
"923","1","1.1","39","75.33333333333333"
"924","1","1.1","39","75.33333333333333"
"925","1","1.1","39","74.66666666666667"
"926","1","1.1","39","80"
"927","1","1.1","39","74"
"928","1","1.1","39","76"
"929","1","1.1","39","76.66666666666667"
"930","1","1.1","39","74.66666666666667"
"931","1","1.1","39","74.66666666666667"
"932","1","1.1","39","74"
"933","1","1.1","39","70.66666666666667"
"934","1","1.1","39","77.33333333333333"
"935","1","1.1","39","78"
"936","1","1.1","39","76"
"937","1","1.1","39","77.33333333333333"
"938","1","1.1","39","73.33333333333333"
"940","1","1.1","39","76.66666666666667"
"939","1","1.1","39","78.66666666666666"
"941","1","1.2","39","76.66666666666667"
"942","1","1.2","39","78.66666666666666"
"943","1","1.2","39","78.66666666666666"
"944","1","1.2","39","78.66666666666666"
"945","1","1.2","39","76.66666666666667"
"946","1","1.2","39","81.33333333333333"
"947","1","1.2","39","80"
"948","1","1.2","39","76.66666666666667"
"949","1","1.2","39","80.66666666666666"
"950","1","1.2","39","84.66666666666667"
"951","1","1.2","39","82"
"952","1","1.2","39","76.66666666666667"
"953","1","1.2","39","76.66666666666667"
"954","1","1.2","39","80.66666666666666"
"955","1","1.2","39","76.66666666666667"
"956","1","1.2","39","83.33333333333334"
"957","1","1.2","39","81.33333333333333"
"958","1","1.2","39","73.33333333333333"
"959","1","1.2","39","78"
"960","1","1.2","39","78"
"962","1","1.3","39","83.33333333333334"
"961","1","1.3","39","83.33333333333334"
"963","1","1.3","39","80.66666666666666"
"964","1","1.3","39","82.66666666666667"
"965","1","1.3","39","81.33333333333333"
"967","1","1.3","39","84"
"966","1","1.3","39","84.66666666666667"
"968","1","1.3","39","84"
"969","1","1.3","39","82.66666666666667"
"971","1","1.3","39","76.66666666666667"
"970","1","1.3","39","80.66666666666666"
"972","1","1.3","39","84.66666666666667"
"973","1","1.3","39","80"
"975","1","1.3","39","83.33333333333334"
"974","1","1.3","39","87.33333333333333"
"976","1","1.3","39","84"
"977","1","1.3","39","82.66666666666667"
"978","1","1.3","39","86"
"979","1","1.3","39","86"
"981","1.5","0.7","39","61.33333333333333"
"980","1","1.3","39","81.33333333333333"
"982","1.5","0.7","39","62"
"983","1.5","0.7","39","57.99999999999999"
"984","1.5","0.7","39","60.66666666666667"
"985","1.5","0.7","39","60"
"986","1.5","0.7","39","58.666666666666664"
"988","1.5","0.7","39","62"
"987","1.5","0.7","39","61.33333333333333"
"989","1.5","0.7","39","58.666666666666664"
"990","1.5","0.7","39","60.66666666666667"
"991","1.5","0.7","39","59.333333333333336"
"992","1.5","0.7","39","58.666666666666664"
"993","1.5","0.7","39","58.666666666666664"
"994","1.5","0.7","39","62"
"995","1.5","0.7","39","63.33333333333333"
"996","1.5","0.7","39","60.66666666666667"
"997","1.5","0.7","39","60.66666666666667"
"998","1.5","0.7","39","58.666666666666664"
"999","1.5","0.7","39","61.33333333333333"
"1000","1.5","0.7","39","58.666666666666664"
"1001","1.5","0.8","39","62"
"1002","1.5","0.8","39","64"
"1003","1.5","0.8","39","65.33333333333333"
"1005","1.5","0.8","39","62"
"1004","1.5","0.8","39","64"
"1007","1.5","0.8","39","66.66666666666666"
"1006","1.5","0.8","39","66"
"1008","1.5","0.8","39","61.33333333333333"
"1010","1.5","0.8","39","64.66666666666666"
"1011","1.5","0.8","39","66.66666666666666"
"1009","1.5","0.8","39","64"
"1012","1.5","0.8","39","66"
"1013","1.5","0.8","39","64"
"1014","1.5","0.8","39","66"
"1015","1.5","0.8","39","67.33333333333333"
"1017","1.5","0.8","39","69.33333333333334"
"1018","1.5","0.8","39","69.33333333333334"
"1019","1.5","0.8","39","64"
"1021","1.5","0.9","39","70.66666666666667"
"1020","1.5","0.8","39","65.33333333333333"
"1022","1.5","0.9","39","68"
"1023","1.5","0.9","39","72.66666666666667"
"1024","1.5","0.9","39","73.33333333333333"
"1025","1.5","0.9","39","72"
"1026","1.5","0.9","39","68.66666666666667"
"1027","1.5","0.9","39","68.66666666666667"
"1016","1.5","0.8","39","65.33333333333333"
"1028","1.5","0.9","39","71.33333333333334"
"1029","1.5","0.9","39","66.66666666666666"
"1030","1.5","0.9","39","72.66666666666667"
"1031","1.5","0.9","39","70.66666666666667"
"1032","1.5","0.9","39","70.66666666666667"
"1033","1.5","0.9","39","72"
"1034","1.5","0.9","39","72.66666666666667"
"1035","1.5","0.9","39","70.66666666666667"
"1036","1.5","0.9","39","74.66666666666667"
"1037","1.5","0.9","39","73.33333333333333"
"1038","1.5","0.9","39","70"
"1039","1.5","0.9","39","73.33333333333333"
"1040","1.5","0.9","39","74"
"1041","1.5","1","39","79.33333333333333"
"1042","1.5","1","39","72"
"1043","1.5","1","39","78.66666666666666"
"1044","1.5","1","39","75.33333333333333"
"1045","1.5","1","39","74.66666666666667"
"1046","1.5","1","39","78"
"1048","1.5","1","39","78.66666666666666"
"1047","1.5","1","39","76.66666666666667"
"1049","1.5","1","39","78"
"1050","1.5","1","39","75.33333333333333"
"1052","1.5","1","39","78.66666666666666"
"1051","1.5","1","39","71.33333333333334"
"1053","1.5","1","39","83.33333333333334"
"1054","1.5","1","39","77.33333333333333"
"1055","1.5","1","39","78"
"1056","1.5","1","39","76.66666666666667"
"1057","1.5","1","39","74.66666666666667"
"1058","1.5","1","39","76.66666666666667"
"1059","1.5","1","39","76"
"1060","1.5","1","39","76.66666666666667"
"1061","1.5","1.1","39","80.66666666666666"
"1062","1.5","1.1","39","80.66666666666666"
"1064","1.5","1.1","39","80.66666666666666"
"1063","1.5","1.1","39","78"
"1065","1.5","1.1","39","82"
"1066","1.5","1.1","39","80"
"1067","1.5","1.1","39","78.66666666666666"
"1069","1.5","1.1","39","78.66666666666666"
"1068","1.5","1.1","39","82"
"1070","1.5","1.1","39","76"
"1071","1.5","1.1","39","81.33333333333333"
"1072","1.5","1.1","39","78"
"1074","1.5","1.1","39","82"
"1073","1.5","1.1","39","82.66666666666667"
"1075","1.5","1.1","39","82.66666666666667"
"1076","1.5","1.1","39","82.66666666666667"
"1077","1.5","1.1","39","80"
"1078","1.5","1.1","39","80"
"1080","1.5","1.1","39","77.33333333333333"
"1081","1.5","1.2","39","86"
"1079","1.5","1.1","39","80"
"1082","1.5","1.2","39","82"
"1083","1.5","1.2","39","80"
"1084","1.5","1.2","39","81.33333333333333"
"1085","1.5","1.2","39","80"
"1086","1.5","1.2","39","79.33333333333333"
"1087","1.5","1.2","39","86.66666666666667"
"1089","1.5","1.2","39","83.33333333333334"
"1088","1.5","1.2","39","79.33333333333333"
"1090","1.5","1.2","39","84"
"1091","1.5","1.2","39","86"
"1092","1.5","1.2","39","83.33333333333334"
"1093","1.5","1.2","39","86"
"1094","1.5","1.2","39","84"
"1095","1.5","1.2","39","80"
"1097","1.5","1.2","39","81.33333333333333"
"1096","1.5","1.2","39","86"
"1099","1.5","1.2","39","81.33333333333333"
"1098","1.5","1.2","39","83.33333333333334"
"1100","1.5","1.2","39","80"
"1101","1.5","1.3","39","86"
"1102","1.5","1.3","39","84.66666666666667"
"1103","1.5","1.3","39","84"
"1104","1.5","1.3","39","83.33333333333334"
"1105","1.5","1.3","39","84.66666666666667"
"1106","1.5","1.3","39","83.33333333333334"
"1108","1.5","1.3","39","82"
"1107","1.5","1.3","39","83.33333333333334"
"1109","1.5","1.3","39","84"
"1110","1.5","1.3","39","88"
"1111","1.5","1.3","39","82"
"1112","1.5","1.3","39","86.66666666666667"
"1113","1.5","1.3","39","84"
"1114","1.5","1.3","39","82.66666666666667"
"1116","1.5","1.3","39","86"
"1115","1.5","1.3","39","88"
"1118","1.5","1.3","39","85.33333333333334"
"1117","1.5","1.3","39","85.33333333333334"
"1120","1.5","1.3","39","84"
"1119","1.5","1.3","39","84"
"1121","2","0.7","39","62.66666666666667"
"1122","2","0.7","39","65.33333333333333"
"1123","2","0.7","39","64.66666666666666"
"1124","2","0.7","39","62.66666666666667"
"1125","2","0.7","39","63.33333333333333"
"1126","2","0.7","39","64.66666666666666"
"1127","2","0.7","39","61.33333333333333"
"1129","2","0.7","39","62.66666666666667"
"1128","2","0.7","39","64"
"1130","2","0.7","39","62"
"1131","2","0.7","39","66"
"1132","2","0.7","39","67.33333333333333"
"1133","2","0.7","39","63.33333333333333"
"1135","2","0.7","39","61.33333333333333"
"1134","2","0.7","39","63.33333333333333"
"1136","2","0.7","39","60.66666666666667"
"1138","2","0.7","39","64"
"1137","2","0.7","39","59.333333333333336"
"1139","2","0.7","39","66"
"1140","2","0.7","39","57.99999999999999"
"1141","2","0.8","39","70"
"1143","2","0.8","39","72.66666666666667"
"1142","2","0.8","39","71.33333333333334"
"1145","2","0.8","39","70"
"1144","2","0.8","39","68"
"1146","2","0.8","39","68"
"1147","2","0.8","39","72"
"1148","2","0.8","39","70"
"1149","2","0.8","39","74"
"1150","2","0.8","39","69.33333333333334"
"1151","2","0.8","39","74.66666666666667"
"1152","2","0.8","39","71.33333333333334"
"1153","2","0.8","39","72"
"1154","2","0.8","39","66.66666666666666"
"1155","2","0.8","39","68"
"1156","2","0.8","39","69.33333333333334"
"1157","2","0.8","39","69.33333333333334"
"1158","2","0.8","39","72"
"1160","2","0.8","39","70"
"1159","2","0.8","39","74.66666666666667"
"1161","2","0.9","39","69.33333333333334"
"1162","2","0.9","39","78"
"1163","2","0.9","39","72.66666666666667"
"1164","2","0.9","39","73.33333333333333"
"1165","2","0.9","39","75.33333333333333"
"1166","2","0.9","39","74"
"1167","2","0.9","39","76.66666666666667"
"1168","2","0.9","39","74.66666666666667"
"1169","2","0.9","39","72.66666666666667"
"1171","2","0.9","39","74"
"1170","2","0.9","39","74"
"1173","2","0.9","39","75.33333333333333"
"1172","2","0.9","39","78.66666666666666"
"1174","2","0.9","39","76.66666666666667"
"1175","2","0.9","39","69.33333333333334"
"1176","2","0.9","39","76.66666666666667"
"1177","2","0.9","39","70.66666666666667"
"1179","2","0.9","39","76"
"1180","2","0.9","39","75.33333333333333"
"1178","2","0.9","39","74"
"1181","2","1","39","82"
"1183","2","1","39","78"
"1182","2","1","39","79.33333333333333"
"1184","2","1","39","79.33333333333333"
"1185","2","1","39","78.66666666666666"
"1186","2","1","39","80"
"1187","2","1","39","75.33333333333333"
"1188","2","1","39","79.33333333333333"
"1189","2","1","39","80"
"1190","2","1","39","82.66666666666667"
"1191","2","1","39","77.33333333333333"
"1192","2","1","39","78.66666666666666"
"1193","2","1","39","81.33333333333333"
"1194","2","1","39","79.33333333333333"
"1195","2","1","39","80"
"1196","2","1","39","78.66666666666666"
"1198","2","1","39","76.66666666666667"
"1197","2","1","39","80"
"1199","2","1","39","75.33333333333333"
"1200","2","1","39","81.33333333333333"
"1201","2","1.1","39","80.66666666666666"
"1202","2","1.1","39","84"
"1203","2","1.1","39","83.33333333333334"
"1204","2","1.1","39","78"
"1205","2","1.1","39","81.33333333333333"
"1206","2","1.1","39","85.33333333333334"
"1207","2","1.1","39","82"
"1208","2","1.1","39","81.33333333333333"
"1209","2","1.1","39","84"
"1210","2","1.1","39","80.66666666666666"
"1211","2","1.1","39","80"
"1212","2","1.1","39","84.66666666666667"
"1213","2","1.1","39","86"
"1214","2","1.1","39","81.33333333333333"
"1215","2","1.1","39","84"
"1216","2","1.1","39","83.33333333333334"
"1217","2","1.1","39","78.66666666666666"
"1218","2","1.1","39","84.66666666666667"
"1219","2","1.1","39","84.66666666666667"
"1220","2","1.1","39","82.66666666666667"
"1221","2","1.2","39","87.33333333333333"
"1222","2","1.2","39","82.66666666666667"
"1223","2","1.2","39","86"
"1224","2","1.2","39","85.33333333333334"
"1225","2","1.2","39","82"
"1227","2","1.2","39","84.66666666666667"
"1226","2","1.2","39","85.33333333333334"
"1228","2","1.2","39","84.66666666666667"
"1229","2","1.2","39","87.33333333333333"
"1230","2","1.2","39","86"
"1231","2","1.2","39","82"
"1232","2","1.2","39","85.33333333333334"
"1233","2","1.2","39","82.66666666666667"
"1234","2","1.2","39","80"
"1235","2","1.2","39","86"
"1236","2","1.2","39","84.66666666666667"
"1237","2","1.2","39","82.66666666666667"
"1238","2","1.2","39","82"
"1239","2","1.2","39","84"
"1240","2","1.2","39","85.33333333333334"
"1241","2","1.3","39","87.33333333333333"
"1242","2","1.3","39","88.66666666666667"
"1244","2","1.3","39","88.66666666666667"
"1243","2","1.3","39","84"
"1245","2","1.3","39","85.33333333333334"
"1246","2","1.3","39","79.33333333333333"
"1248","2","1.3","39","84.66666666666667"
"1247","2","1.3","39","85.33333333333334"
"1249","2","1.3","39","85.33333333333334"
"1250","2","1.3","39","84"
"1252","2","1.3","39","83.33333333333334"
"1251","2","1.3","39","84"
"1253","2","1.3","39","86.66666666666667"
"1254","2","1.3","39","87.33333333333333"
"1255","2","1.3","39","80"
"1256","2","1.3","39","83.33333333333334"
"1257","2","1.3","39","84"
"1258","2","1.3","39","85.33333333333334"
"1260","2","1.3","39","84.66666666666667"
"1259","2","1.3","39","83.33333333333334"
